5.098310999999999681e-12,-3.303832999999999777e-07,-8.073111999999999532e-07,-8.832347000000000044e-08,3.789150326000000000e+09
5.067153000000000391e-12,-3.303834000000000228e-07,-8.073485999999999903e-07,-8.832092000000000151e-08,3.789150341000000000e+09
5.067884999999999665e-12,-3.303836000000000071e-07,-8.073860000000000274e-07,-8.831930999999999784e-08,3.789150359000000000e+09
5.068098999999999608e-12,-3.303837999999999915e-07,-8.074235000000000038e-07,-8.832285999999999789e-08,3.789150369000000000e+09
5.074980999999999618e-12,-3.303839999999999758e-07,-8.074609000000000409e-07,-8.832420000000000153e-08,3.789150389000000000e+09
5.094496000000000267e-12,-3.303841000000000209e-07,-8.074984000000000172e-07,-8.832209999999999385e-08,3.789150407000000000e+09
5.087432000000000208e-12,-3.303843000000000053e-07,-8.075358999999999936e-07,-8.832072000000000393e-08,3.789150427000000000e+09
5.116041999999999618e-12,-3.303843999999999974e-07,-8.075733000000000307e-07,-8.831725999999999948e-08,3.789150462000000000e+09
5.071685000000000113e-12,-3.303845999999999818e-07,-8.076106999999999619e-07,-8.831397000000000290e-08,3.789150472000000000e+09
5.042464000000000192e-12,-3.303848000000000191e-07,-8.076482000000000442e-07,-8.831593000000000565e-08,3.789150492000000000e+09
5.089415000000000281e-12,-3.303849000000000112e-07,-8.076855999999999754e-07,-8.831683999999999795e-08,3.789150510000000000e+09
5.079679999999999616e-12,-3.303850999999999956e-07,-8.077230999999999517e-07,-8.831660000000000085e-08,3.789150530000000000e+09
5.088683000000000199e-12,-3.303852999999999799e-07,-8.077606000000000340e-07,-8.831849999999999771e-08,3.789150549000000000e+09
5.114729999999999957e-12,-3.303855000000000172e-07,-8.077979999999999652e-07,-8.831536999999999919e-08,3.789150568000000000e+09
5.073637999999999833e-12,-3.303856000000000094e-07,-8.078354000000000023e-07,-8.831123000000000297e-08,3.789150587000000000e+09
5.103743000000000339e-12,-3.303857999999999937e-07,-8.078728999999999787e-07,-8.831178999999999619e-08,3.789150624000000000e+09
5.068479999999999826e-12,-3.303858999999999859e-07,-8.079103000000000158e-07,-8.831115000000000394e-08,3.789150636000000000e+09
5.063979000000000227e-12,-3.303861000000000232e-07,-8.079477999999999921e-07,-8.830987000000000619e-08,3.789150651000000000e+09
5.070234999999999953e-12,-3.303863000000000075e-07,-8.079852999999999685e-07,-8.831352999999999499e-08,3.789150672000000000e+09
5.119063000000000318e-12,-3.303863999999999997e-07,-8.080227000000000056e-07,-8.831293999999999882e-08,3.789150690000000000e+09
5.114638000000000163e-12,-3.303865999999999840e-07,-8.080601000000000427e-07,-8.830873000000000013e-08,3.789150709000000000e+09
5.079374999999999650e-12,-3.303868000000000213e-07,-8.080976000000000190e-07,-8.830777999999999509e-08,3.789150728000000000e+09
5.105513000000000240e-12,-3.303869000000000135e-07,-8.081349999999999503e-07,-8.830622000000000073e-08,3.789150749000000000e+09
5.065778999999999674e-12,-3.303870999999999978e-07,-8.081725000000000325e-07,-8.830498999999999907e-08,3.789150780000000000e+09
5.053908000000000279e-12,-3.303872999999999822e-07,-8.082098999999999637e-07,-8.830741000000000287e-08,3.789150796000000000e+09
5.091826000000000239e-12,-3.303875000000000195e-07,-8.082474000000000460e-07,-8.830857000000000207e-08,3.789150813000000000e+09
5.131896000000000088e-12,-3.303876000000000116e-07,-8.082847999999999772e-07,-8.830718000000000235e-08,3.789150831000000000e+09
5.087675999999999697e-12,-3.303877999999999960e-07,-8.083222999999999536e-07,-8.830556999999999867e-08,3.789150869000000000e+09
5.109816000000000247e-12,-3.303878999999999882e-07,-8.083596999999999907e-07,-8.830287999999999482e-08,3.789150872000000000e+09
5.081297999999999822e-12,-3.303881000000000254e-07,-8.083971999999999670e-07,-8.830101000000000091e-08,3.789150899000000000e+09
5.090880000000000215e-12,-3.303883000000000098e-07,-8.084346000000000041e-07,-8.830170000000000248e-08,3.789150907000000000e+09
5.072677000000000035e-12,-3.303884000000000020e-07,-8.084720999999999805e-07,-8.830236000000000112e-08,3.789150932000000000e+09
5.097868999999999793e-12,-3.303885999999999863e-07,-8.085095000000000176e-07,-8.830285000000000511e-08,3.789150952000000000e+09
5.088712999999999746e-12,-3.303888000000000236e-07,-8.085469999999999939e-07,-8.830305999999999926e-08,3.789150971000000000e+09
5.118086999999999939e-12,-3.303889000000000158e-07,-8.085844000000000311e-07,-8.829927000000000211e-08,3.789150990000000000e+09
5.105636000000000157e-12,-3.303891000000000001e-07,-8.086219000000000074e-07,-8.829811999999999948e-08,3.789151014000000000e+09
5.067458000000000358e-12,-3.303892999999999845e-07,-8.086593000000000445e-07,-8.829715999999999787e-08,3.789151031000000000e+09
5.075682000000000384e-12,-3.303893999999999766e-07,-8.086968000000000209e-07,-8.829596999999999572e-08,3.789151047000000000e+09
5.043333999999999965e-12,-3.303896000000000139e-07,-8.087341999999999521e-07,-8.829776000000000384e-08,3.789151067000000000e+09
5.101194999999999652e-12,-3.303897999999999983e-07,-8.087717000000000343e-07,-8.829819000000000195e-08,3.789151093000000000e+09
5.118514000000000055e-12,-3.303898999999999904e-07,-8.088090999999999656e-07,-8.829604999999999475e-08,3.789151112000000000e+09
5.070693000000000192e-12,-3.303900999999999748e-07,-8.088466000000000478e-07,-8.829676000000000271e-08,3.789151132000000000e+09
5.140029000000000090e-12,-3.303903000000000121e-07,-8.088839999999999790e-07,-8.829414999999999789e-08,3.789151150000000000e+09
5.055357999999999632e-12,-3.303904000000000042e-07,-8.089214999999999554e-07,-8.829176999999999361e-08,3.789151174000000000e+09
5.077909999999999716e-12,-3.303905999999999886e-07,-8.089588999999999925e-07,-8.829351000000000564e-08,3.789151189000000000e+09
5.084699999999999932e-12,-3.303908000000000259e-07,-8.089963999999999688e-07,-8.829417000000000427e-08,3.789151208000000000e+09
5.077589999999999976e-12,-3.303909000000000180e-07,-8.090338000000000060e-07,-8.829282000000000406e-08,3.789151231000000000e+09
5.082807999999999883e-12,-3.303911000000000024e-07,-8.090712999999999823e-07,-8.829166000000000486e-08,3.789151254000000000e+09
5.114287000000000299e-12,-3.303912999999999867e-07,-8.091087000000000194e-07,-8.829032000000000123e-08,3.789151276000000000e+09
5.073027999999999899e-12,-3.303913999999999789e-07,-8.091461999999999958e-07,-8.828788000000000428e-08,3.789151292000000000e+09
5.043379999999999862e-12,-3.303916000000000162e-07,-8.091836000000000329e-07,-8.828878999999999658e-08,3.789151310000000000e+09
5.054105999999999871e-12,-3.303918000000000005e-07,-8.092211000000000092e-07,-8.828896000000000445e-08,3.789151337000000000e+09
5.095945999999999620e-12,-3.303918999999999927e-07,-8.092585999999999856e-07,-8.828819000000000384e-08,3.789151349000000000e+09
5.049468000000000351e-12,-3.303920999999999770e-07,-8.092960000000000227e-07,-8.828778999999999545e-08,3.789151371000000000e+09
5.137999000000000350e-12,-3.303923000000000143e-07,-8.093333999999999539e-07,-8.828708999999999730e-08,3.789151388000000000e+09
5.069334999999999826e-12,-3.303924000000000065e-07,-8.093709000000000361e-07,-8.828472000000000282e-08,3.789151415000000000e+09
5.083036999999999599e-12,-3.303925999999999908e-07,-8.094082999999999674e-07,-8.828417000000000617e-08,3.789151432000000000e+09
5.100127000000000287e-12,-3.303927999999999752e-07,-8.094458000000000496e-07,-8.828492000000000040e-08,3.789151453000000000e+09
5.078170000000000363e-12,-3.303929000000000203e-07,-8.094831999999999808e-07,-8.828438999999999689e-08,3.789151470000000000e+09
5.100142000000000060e-12,-3.303931000000000046e-07,-8.095206999999999572e-07,-8.828363000000000608e-08,3.789151489000000000e+09
5.115827999999999676e-12,-3.303932999999999890e-07,-8.095580999999999943e-07,-8.828415999999999636e-08,3.789151508000000000e+09
5.125669999999999908e-12,-3.303933999999999812e-07,-8.095955999999999707e-07,-8.828190000000000386e-08,3.789151528000000000e+09
5.086531000000000311e-12,-3.303936000000000184e-07,-8.096330000000000078e-07,-8.827891999999999359e-08,3.789151546000000000e+09
5.104217000000000121e-12,-3.303938000000000028e-07,-8.096704999999999841e-07,-8.827947000000000348e-08,3.789151576000000000e+09
5.100920999999999808e-12,-3.303938999999999950e-07,-8.097079000000000212e-07,-8.828001000000000357e-08,3.789151593000000000e+09
5.064101000000000375e-12,-3.303940999999999793e-07,-8.097453999999999976e-07,-8.827933999999999513e-08,3.789151611000000000e+09
5.111051999999999657e-12,-3.303942000000000244e-07,-8.097828000000000347e-07,-8.828094000000000224e-08,3.789151641000000000e+09
5.095229000000000119e-12,-3.303944000000000088e-07,-8.098203000000000110e-07,-8.827810999999999347e-08,3.789151649000000000e+09
5.111204999999999929e-12,-3.303945999999999931e-07,-8.098577000000000482e-07,-8.827446000000000124e-08,3.789151677000000000e+09
5.086210999999999763e-12,-3.303947999999999775e-07,-8.098952000000000245e-07,-8.827352000000000600e-08,3.789151688000000000e+09
5.079177000000000058e-12,-3.303949000000000226e-07,-8.099325999999999557e-07,-8.827406000000000608e-08,3.789151708000000000e+09
5.072431999999999969e-12,-3.303951000000000069e-07,-8.099701000000000380e-07,-8.827348000000000648e-08,3.789151733000000000e+09
5.047010999999999688e-12,-3.303952999999999913e-07,-8.100074999999999692e-07,-8.827477999999999737e-08,3.789151764000000000e+09
5.106963000000000400e-12,-3.303953999999999834e-07,-8.100450000000000514e-07,-8.827615000000000395e-08,3.789151778000000000e+09
5.143859000000000084e-12,-3.303956000000000207e-07,-8.100823999999999827e-07,-8.827175000000000426e-08,3.789151791000000000e+09
5.060668000000000141e-12,-3.303957000000000129e-07,-8.101198000000000198e-07,-8.826921999999999848e-08,3.789151809000000000e+09
5.096617999999999801e-12,-3.303958999999999972e-07,-8.101572999999999961e-07,-8.826933000000000046e-08,3.789151847000000000e+09
5.140929000000000217e-12,-3.303960999999999816e-07,-8.101947999999999725e-07,-8.826677000000000496e-08,3.789151852000000000e+09
5.064130999999999922e-12,-3.303963000000000189e-07,-8.102322000000000096e-07,-8.826813999999999831e-08,3.789151868000000000e+09
5.069732000000000394e-12,-3.303964000000000110e-07,-8.102696999999999859e-07,-8.827126000000000026e-08,3.789151892000000000e+09
5.112410000000000023e-12,-3.303965999999999954e-07,-8.103071000000000231e-07,-8.826925000000000142e-08,3.789151914000000000e+09
5.138854000000000350e-12,-3.303967999999999797e-07,-8.103444999999999543e-07,-8.826605999999999701e-08,3.789151933000000000e+09
5.068693999999999768e-12,-3.303969000000000248e-07,-8.103820000000000365e-07,-8.826416999999999672e-08,3.789151957000000000e+09
5.098341999999999805e-12,-3.303971000000000092e-07,-8.104195000000000129e-07,-8.826265000000000188e-08,3.789151969000000000e+09
5.093276000000000400e-12,-3.303972999999999935e-07,-8.104569000000000500e-07,-8.826185999999999490e-08,3.789151991000000000e+09
5.052581000000000037e-12,-3.303973999999999857e-07,-8.104944000000000263e-07,-8.826416999999999672e-08,3.789152008000000000e+09
5.122115000000000334e-12,-3.303976000000000230e-07,-8.105317999999999576e-07,-8.826515000000000472e-08,3.789152032000000000e+09
5.073973000000000154e-12,-3.303977000000000152e-07,-8.105691999999999947e-07,-8.826347999999999515e-08,3.789152054000000000e+09
5.109939000000000164e-12,-3.303978999999999995e-07,-8.106066999999999710e-07,-8.826296000000000144e-08,3.789152075000000000e+09
5.157164999999999866e-12,-3.303980999999999838e-07,-8.106441999999999474e-07,-8.825838999999999387e-08,3.789152091000000000e+09
5.063047999999999976e-12,-3.303983000000000211e-07,-8.106815999999999845e-07,-8.825483999999999382e-08,3.789152110000000000e+09
5.092604000000000219e-12,-3.303984000000000133e-07,-8.107190999999999608e-07,-8.825579999999999544e-08,3.789152134000000000e+09
5.085173999999999714e-12,-3.303985999999999976e-07,-8.107564999999999979e-07,-8.825713000000000250e-08,3.789152157000000000e+09
5.103743000000000339e-12,-3.303987999999999820e-07,-8.107939000000000351e-07,-8.825824000000000561e-08,3.789152168000000000e+09
5.102111000000000129e-12,-3.303988999999999742e-07,-8.108314000000000114e-07,-8.825834999999999436e-08,3.789152187000000000e+09
5.083343000000000143e-12,-3.303991000000000115e-07,-8.108688999999999878e-07,-8.825501000000000169e-08,3.789152212000000000e+09
5.100005000000000138e-12,-3.303992000000000036e-07,-8.109063000000000249e-07,-8.825184000000000365e-08,3.789152231000000000e+09
5.104490999999999964e-12,-3.303993999999999880e-07,-8.109438000000000012e-07,-8.825112999999999570e-08,3.789152251000000000e+09
5.081374000000000074e-12,-3.303996000000000253e-07,-8.109812000000000383e-07,-8.825056000000000591e-08,3.789152270000000000e+09
5.102187000000000381e-12,-3.303998000000000096e-07,-8.110187000000000147e-07,-8.825226000000000519e-08,3.789152296000000000e+09
5.076598000000000054e-12,-3.303999000000000018e-07,-8.110561000000000518e-07,-8.825393000000000152e-08,3.789152316000000000e+09
5.100936000000000389e-12,-3.304000999999999861e-07,-8.110936000000000281e-07,-8.825301999999999599e-08,3.789152327000000000e+09
5.084058999999999875e-12,-3.304001999999999783e-07,-8.111309999999999594e-07,-8.825030999999999901e-08,3.789152347000000000e+09
5.106580999999999605e-12,-3.304004000000000156e-07,-8.111685000000000416e-07,-8.824759000000000545e-08,3.789152373000000000e+09
5.083403000000000044e-12,-3.304005999999999999e-07,-8.112058999999999728e-07,-8.824439000000000447e-08,3.789152407000000000e+09
5.079542999999999695e-12,-3.304007999999999843e-07,-8.112433999999999492e-07,-8.824544000000000169e-08,3.789152411000000000e+09
5.100218000000000311e-12,-3.304008999999999764e-07,-8.112807999999999863e-07,-8.824553999999999386e-08,3.789152432000000000e+09
5.055159000000000271e-12,-3.304011000000000137e-07,-8.113182999999999627e-07,-8.824728000000000589e-08,3.789152450000000000e+09
5.093611999999999683e-12,-3.304012000000000059e-07,-8.113556999999999998e-07,-8.824837000000000263e-08,3.789152468000000000e+09
5.129531000000000027e-12,-3.304013999999999902e-07,-8.113931000000000369e-07,-8.824405999999999854e-08,3.789152497000000000e+09
5.075712999999999700e-12,-3.304015999999999746e-07,-8.114306000000000132e-07,-8.824069000000000292e-08,3.789152507000000000e+09
5.088194999999999606e-12,-3.304017000000000197e-07,-8.114680999999999896e-07,-8.824084000000000441e-08,3.789152532000000000e+09
5.096891999999999644e-12,-3.304019000000000040e-07,-8.115055000000000267e-07,-8.823893999999999432e-08,3.789152556000000000e+09
5.068938000000000065e-12,-3.304020999999999884e-07,-8.115430000000000030e-07,-8.824014000000000627e-08,3.789152577000000000e+09
5.102094999999999779e-12,-3.304023000000000257e-07,-8.115804000000000402e-07,-8.824269000000000519e-08,3.789152596000000000e+09
5.100401999999999899e-12,-3.304024000000000178e-07,-8.116177999999999714e-07,-8.824084000000000441e-08,3.789152611000000000e+09
5.081695000000000391e-12,-3.304026000000000022e-07,-8.116552999999999477e-07,-8.823906000000000610e-08,3.789152629000000000e+09
5.074415999999999812e-12,-3.304026999999999944e-07,-8.116928000000000300e-07,-8.823807000000000154e-08,3.789152649000000000e+09
5.111190000000000156e-12,-3.304028999999999787e-07,-8.117301999999999612e-07,-8.823514000000000060e-08,3.789152668000000000e+09
5.100829000000000014e-12,-3.304031000000000160e-07,-8.117677000000000434e-07,-8.823339000000000523e-08,3.789152693000000000e+09
5.057647000000000249e-12,-3.304033000000000003e-07,-8.118050999999999747e-07,-8.823640000000000520e-08,3.789152721000000000e+09
5.093473999999999992e-12,-3.304033999999999925e-07,-8.118425000000000118e-07,-8.823699000000000137e-08,3.789152730000000000e+09
5.094802000000000004e-12,-3.304035999999999768e-07,-8.118799999999999881e-07,-8.823536000000000455e-08,3.789152750000000000e+09
5.112227000000000205e-12,-3.304037000000000220e-07,-8.119174999999999645e-07,-8.823420000000000535e-08,3.789152774000000000e+09
5.115126999999999718e-12,-3.304039000000000063e-07,-8.119549000000000016e-07,-8.823098999999999457e-08,3.789152792000000000e+09
5.070494000000000023e-12,-3.304040999999999907e-07,-8.119923999999999779e-07,-8.822896000000000259e-08,3.789152808000000000e+09
5.062116999999999725e-12,-3.304041999999999828e-07,-8.120298000000000150e-07,-8.823013999999999493e-08,3.789152827000000000e+09
5.101409000000000402e-12,-3.304044000000000201e-07,-8.120672000000000522e-07,-8.823111000000000635e-08,3.789152852000000000e+09
5.077392000000000384e-12,-3.304046000000000045e-07,-8.121047000000000285e-07,-8.823094999999999505e-08,3.789152871000000000e+09
5.121428000000000379e-12,-3.304047999999999888e-07,-8.121422000000000049e-07,-8.823136999999999659e-08,3.789152899000000000e+09
5.074645000000000335e-12,-3.304048999999999810e-07,-8.121796000000000420e-07,-8.822989999999999783e-08,3.789152910000000000e+09
5.096602000000000259e-12,-3.304051000000000183e-07,-8.122171000000000183e-07,-8.822703999999999935e-08,3.789152929000000000e+09
5.058821000000000220e-12,-3.304052000000000104e-07,-8.122544999999999496e-07,-8.822510999999999955e-08,3.789152948000000000e+09
